device,deviceId,deviceType,registerAddress,registerHex,variableName,dataTag,mapName,source,mapType,mapUnit,mapDescription,telemetryName,tags,aggregation,scope,rackLabel,whereTo,uiComponent,uiTab,uiField,uiFieldLabel
BSC Main,BSC-1,BSC,30157,0x75cd,BSC1-105,,Sensor Location  of Min Pack Temperature (among online racks),,uint16,-,The sensor location that has the lowest pack temperature (among online racks),Temperature,"rack_id: system, variant: sensor_min, deviceId: BSC-1",,system,,Rack Details,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30170,0x75da,BSC1-124,,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 1, component: rbms, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30172,0x75dc,BSC1-126,,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 1, component: updater, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30174,0x75de,BSC1-128,,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 1, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30176,0x75e0,BSC1-130,,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 1, component: rbms, deviceId: BSC-1",,per-rack,Rack 1,,,,,
BSC Main,BSC-1,BSC,30178,0x75e2,BSC1-132,,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 1, component: bms, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,30186,0x75ea,BSC1-140,,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 1, component: bms, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,30188,0x75ec,BSC1-142,,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 1, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30190,0x75ee,BSC1-144,,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 1, component: current, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,30192,0x75f0,BSC1-146,,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 1, component: relay, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,30193,0x75f1,BSC1-147,,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 1, component: pack, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30194,0x75f2,BSC1-148,,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 1, component: bmic, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30195,0x75f3,BSC1-149,,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 1, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30197,0x75f5,BSC1-151,,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 1, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30198,0x75f6,BSC1-152,,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 1, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30199,0x75f7,BSC1-153,,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 1, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30202,0x75fa,BSC1-156,,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 1, component: pack, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,30220,0x760c,BSC1-157,,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,30221,0x760d,,r1_cell_balancing,Cell Balancing,bitfieldConfigs (reg 30221),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,30221,0x760d,,r1_warning,Warning,bitfieldConfigs (reg 30221),bitfield,-,Warning,Warning,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,30221,0x760d,,r1_fault,Fault,bitfieldConfigs (reg 30221),bitfield,-,Fault,Fault,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,30221,0x760d,,r1_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 30221),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 1,,per-rack,Rack 1,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,30221,0x760d,,r1_cer,CER Status,bitfieldConfigs (reg 30221),bitfield,-,CER Status,CER Status,rack_id: 1,,per-rack,Rack 1,,,,,CER Status
BSC Main,BSC-1,BSC,30221,0x760d,,r1_dc_line,DC Line Closed,bitfieldConfigs (reg 30221),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
BSC Main,BSC-1,BSC,30221,0x760d,,r1_battery_ready,Battery Ready,bitfieldConfigs (reg 30221),bitfield,-,Battery Ready,Battery Ready,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,30221,0x760d,,r1_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 30221),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,30221,0x760d,,r1_current_sensor,Current Sensor Type,bitfieldConfigs (reg 30221),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,30222,0x760e,,r1_pc,PC Status,bitfieldConfigs (reg 30222),bitfield,-,PC Status,PC Status,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,30222,0x760e,,r1_mc_plus,MC(+) Status,bitfieldConfigs (reg 30222),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,30222,0x760e,,r1_mc_minus,MC(-) Status,bitfieldConfigs (reg 30222),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,30222,0x760e,,r1_cb,CB Status,bitfieldConfigs (reg 30222),bitfield,-,CB Status,CB Status,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,30222,0x760e,,r1_fan1,Pack Fan1,bitfieldConfigs (reg 30222),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,30222,0x760e,,r1_fan2,Pack Fan2,bitfieldConfigs (reg 30222),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,30222,0x760e,,r1_bpu_fan,BPU Fan,bitfieldConfigs (reg 30222),bitfield,-,BPU Fan,BPU Fan,rack_id: 1,,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,30224,0x7610,BSC1-161,,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,30225,0x7611,BSC1-162,,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 1, component: live_unit, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30226,0x7612,BSC1-163,,Remaining Balancing Time,,uint32,s,e.g.) 0x00015180 -> 86400 [s],BalanceTime,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,balancingTime,Dengeleme Süresi (s)
BSC Main,BSC-1,BSC,30228,0x7614,BSC1-165,,SOC,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOC,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soc,SoC (%)
BSC Main,BSC-1,BSC,30229,0x7615,BSC1-166,,SOH,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOH,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soh,SoH (%)
BSC Main,BSC-1,BSC,30230,0x7616,BSC1-167,,Charge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],ChargePower,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Control,"RackCard
(Rack sayfası kart bileşeni)",,power_kw,Güç (kW)
BSC Main,BSC-1,BSC,30232,0x7618,BSC1-169,,Discharge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],DischargePower,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,dischargePowerLimit,Deşarj Güç Limiti (kW)
BSC Main,BSC-1,BSC,30234,0x761a,BSC1-171,,Cell Sum Voltage,,uint32,V,e.g.) 0x0072 C14D -> 0x72 C14D / 10000 = 752.0589 [V],Voltage,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Control,"RackCard
(Rack sayfası kart bileşeni)",,voltage,Voltaj (V)
BSC Main,BSC-1,BSC,30236,0x761c,BSC1-173,,Current,,int32,A,"e.g.) 0x0001 329E -> 0x0001 329E / 1000 = 78.494 [A], , 0xFFFE CD5F → -78497 / 1000 = -78.497[A]",Current,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,current,Akım (A)
BSC Main,BSC-1,BSC,30254,0x762e,BSC1-189,,Max Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 1, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellVoltage,Maks Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30255,0x762f,BSC1-190,,Min Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 1, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellVoltage,Min Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30256,0x7630,BSC1-191,,Avg Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 1, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgCellVoltage,Ort Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30257,0x7631,BSC1-192,,Max Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 1, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellLocation,Maks Hücre Konumu
BSC Main,BSC-1,BSC,30258,0x7632,BSC1-194,,Min Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 1, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellLocation,Min Hücre Konumu
BSC Main,BSC-1,BSC,30259,0x7633,BSC1-196,,Max Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 1, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxPackTemperature,Maks Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30260,0x7634,BSC1-197,,Min Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 1, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minPackTemperature,Min Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30261,0x7635,BSC1-198,,Avg Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 1, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgPackTemperature,Ort Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30262,0x7636,BSC1-199,,Max Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 1, variant: max_location, deviceId: BSC-1",,per-rack,Rack 1,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30263,0x7637,BSC1-200,,Min Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 1, variant: min_location, deviceId: BSC-1",,per-rack,Rack 1,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30264,0x7638,BSC1-201,,Max Difference of Temperature in Rack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 1, variant: max_diff, deviceId: BSC-1",,per-rack,Rack 1,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30265,0x7639,BSC1-202,,Max Difference of Temperature in Pack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 1, variant: max_diff_pack, deviceId: BSC-1",,per-rack,Rack 1,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30270,0x763e,BSC1-203,,MC Open Count,,uint16,,,OpenCount,"rack_id: 1, component: mc, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,mcOpenCount,MC Açma Sayısı
BSC Main,BSC-1,BSC,30271,0x763f,BSC1-204,,Calibration Information,,uint16,,,CalibrationInfo,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,Control,,,,
BSC Main,BSC-1,BSC,30273,0x7641,BSC1-205,,Non-balancing Entry Period,,uint16,day,,NonBalancePeriod,"rack_id: 1, deviceId: BSC-1",,per-rack,Rack 1,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,nonBalancingPeriod,Dengelemesiz Dönem (gün)
BSC Main,BSC-1,BSC,30370,0x76a2,BSC1-124 (Rack 2),,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 2, component: rbms, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30372,0x76a4,BSC1-126 (Rack 2),,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 2, component: updater, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30374,0x76a6,BSC1-128 (Rack 2),,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 2, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30376,0x76a8,BSC1-130 (Rack 2),,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 2, component: rbms, deviceId: BSC-1",,per-rack,Rack 2,,,,,
BSC Main,BSC-1,BSC,30378,0x76aa,BSC1-132 (Rack 2),,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 2, component: bms, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,30386,0x76b2,BSC1-140 (Rack 2),,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 2, component: bms, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,30388,0x76b4,BSC1-142 (Rack 2),,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 2, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30390,0x76b6,BSC1-144 (Rack 2),,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 2, component: current, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,30392,0x76b8,BSC1-146 (Rack 2),,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 2, component: relay, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,30393,0x76b9,BSC1-147 (Rack 2),,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 2, component: pack, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30394,0x76ba,BSC1-148 (Rack 2),,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 2, component: bmic, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30395,0x76bb,BSC1-149 (Rack 2),,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 2, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30397,0x76bd,BSC1-151 (Rack 2),,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 2, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30398,0x76be,BSC1-152 (Rack 2),,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 2, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30399,0x76bf,BSC1-153 (Rack 2),,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 2, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30402,0x76c2,BSC1-156 (Rack 2),,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 2, component: pack, deviceId: BSC-1",,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,30420,0x76d4,BSC1-157 (Rack 2),,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 2, deviceId: BSC-1",,per-rack,Rack 2,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_cell_balancing,Cell Balancing,bitfieldConfigs (reg 30421),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_warning,Warning,bitfieldConfigs (reg 30421),bitfield,-,Warning,Warning,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_fault,Fault,bitfieldConfigs (reg 30421),bitfield,-,Fault,Fault,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 30421),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 2,,per-rack,Rack 2,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_cer,CER Status,bitfieldConfigs (reg 30421),bitfield,-,CER Status,CER Status,rack_id: 2,,per-rack,Rack 2,,,,,CER Status
BSC Main,BSC-1,BSC,30421,0x76d5,,r2_dc_line,DC Line Closed,bitfieldConfigs (reg 30421),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 2,,per-rack,Rack 2,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
